tweet,class
"@kudeins yes. i was diagnosed with depression 2 years ago.  rasa nak bunuh diri, nak bunuh orang, semua ada. tak jadi diri sendiri.  orang judge kita kurang iman, tak fikir panjang, tak baca quran etc etc.  padahal, aku solat, aku baca alquran, then i decided to see a doctor.",depression
"@adtukatph If given the chance, I would like to have the enhypen light stick. Even though they are new, I still feel connected to them.  I was diagnosed with anxiety and depression for the past few years and I would not want to go back to that experience. I feel the weight of the world on",depression
"@jarding_ i understand man, you're not alone in how you feel  i was diagnosed with anxiety and depression and probably a host of more problems on friday, but we can get through this together  you're never alone",depression
@Higgs1978 @RespectYourself @CpTsd @dissociation I have every symptom of hypo arousal. I was diagnosed with depression anxiety and PTSD in 2011 after escaping 20 years of domestic abuse.,depression
"@ChrissieFadipe @TheOCDfight I was diagnosed with depression and anxiety at 16  put on medication that didn't work, was given occupational therapy (wtf). At 22 realised what I had. At 27 started private therapy which have been doing ever since (33 now) on and off. My therapist jokes I know more than him haha",depression
"@peachybruise @QueerlyAutistic I was never diagnosed with autism (I'm a 1970s kid) but I was diagnosed with anxiety and depression, which also creates barriers. Six of one, half dozen of the other",depression
You need to be a different type of strong to be in a relationship with rural Zulu men 😂🙌🏾 me I was diagnosed with depression and I'm an orphan I wouldn't shake 🙌🏾 good luck #MnakwethuHEA,depression
@Edtwtconfessed well one of my friends is just as depressed as me but the other i would have a panic attack because she is the reason i was diagnosed with depression and anxiety,depression
It has been a few years since I was diagnosed with major depression and major anxiety. Getting that done and working to find a successful medication has really brought out my best self these days. (3/4),depression
bro... covid sucks... I haven't been this tired since I was diagnosed with depression in seventh grade,depression
"anxiety is something that happened to me during last year and sometimes still does last year. i'm always super stressed out over school and would have anxiety attacks every week and for a whole month, i was diagnosed with clinical depression. but what pulled me through was WDW.  https://t.co/5zGtYt86by",depression
"Guys so today I'm gonna get out of the chest many things. 2020 was the worst year of my life, I was diagnosed with anxiety and depression. It was very hard days for me I was so weak, I can't explain how it was so bad. And in this last weeks I'm getting better and better (part-1)",depression
@Audrey44876209 @LockdownNo I'm glad your daughter managed to get through it without their nonsense! When I was diagnosed with depression in 2012 they said they only had meds and CBT available. The meds sucked and the CBT had some arrogant cow who blamed me for her putting down the wrong appt time! 😠,depression
"@bapestabre 9th I never went to class and skipped,i was a meme I had people in different states posting me,I tried running away then my parents called the cops on me , I was diagnosed with depression and had to go to therapy because I had 1.3 gpa and loneliness and a bit of bullying",depression
"Where was this energy when I was diagnosed with depression at 12? Or when at 18 my anxiety got so bad I almost drove into a tree just to get some peace? But no it was, “everyone is sad” “just get over it” “it's not that bad” “you're over exaggerating”",depression
"@sacha_dhawan @stuheritage It's so very tough to reach out and seek out. I was diagnosed with depression, anxiety and ptsd a few years ago. Stay strong x",depression
+ but with the current political issues that we already facing it has just been too much. i was diagnosed with depression and anxiety about 10 years ago and i began self harming about 6 years ago. i was clean for about 4 years but after traumatising events+,depression
"@Nape_MM In 2013 I was diagnosed with depression. Was dependent on meds just to float, when my body got used to them the Dr increased the dose.  I stopped &amp; fought on my own. Ate healthy+exersiced keeping +mindset. [Let your brain chemically balance, naturally] Its just me though!",depression
"Today I realised what Jesus has done for me. The impact He has made. I was diagnosed with depression, anxiety and PTSD about a year ago, over the last 4-5 months I've been praying over my mental illnesses and casting them out. I can now say I am cured. So so blessed 🤍🕊",depression
today I was diagnosed w depression.,depression
@realtwiggysmall Girl. You *literally* don't know me. I was diagnosed with depression when I was 15 and I openly advocate for mental health.  Get tf out of my mentions. Disrespectfully.,depression
"@Christian_CCRS ""I was diagnosed with depression today. Thanks to Chancellor Merkel and her lockdown friends."" -- I herewith diagnose you with stupidity and dishonesty too.",depression
@AmongMammal Yes 💗 I was diagnosed with depression (among other MIs) at age 15 and have been through a long list of doctors and treatments. Finally have a therapist I love and working on getting the medication cocktail right. Some days and weeks are just better than others,depression
"@kaafisleepy But still tho.  Nature wears the spirit of human soul. It brings peace and ease the chaotic mind.  You know, when i was diagnosed with depression. My psychiatrist advised me to spend time with Nature. It really helped calm my Anxiety and trauma. Nature is a healer.",depression
"@phileil 15 years ago I was diagnosed with depression (and anxiety).  I suffered in silence, scolding myself that I had no reason to feel so bad.  I struggled to get out of bed.  Thank God for an observant primary care doctor and medication (fluoxetine).",depression
"@munconvos i was diagnosed with depression, now i avoid every memories and pictures of my self from the time i was with him. absolute worst.",depression
TIL I WAS DIAGNOSED W DEPRESSION AT AGE 16 AND NEVER KNEW,depression
"@alphuhbetsoop @lmcgrew @roselilytwit Respectfully, I disagree. I was diagnosed with clinical depression at 16 and through years of medication learning healthy coping mechanisms I was able to conquer it to some degree. I still very much have depression and it is a constant challenge but living well is very doable",depression
same person who told me happiness was a choice when i was diagnosed with depression,depression
"@ColleenB123 I was diagnosed with anxiety and depression at the mild age of 9. My parents divorce when I was 5. When my moms boyfriend came into our life, my grandpa AND our dog had just both died right before and after Christmas. I met this man 1 time before he was living with us.",depression
Rare serious tweet. Just over a year ago I slipped into depression again no idea why. Caused myself many problems. Finally I confided in my wife (she knew x)  and mum and sought professional help. I was diagnosed with depression &amp; PTS not severe enough for a disorder but bad.,depression
"@a_c_harvey @iwanttobeamedic @Dominic_G_M For 10 years or so.  I do fall asleep in the day, and I don't quite understand, but I imagine it is a symptom of poor sleep at night.  But I've had this problem ever since I was diagnosed with depression.  #TNMedEd",depression
I was diagnosed with depression today. Thanks to Chancellor Merkel and her lockdown friends. Right now I'm wondering how long our government would like to play this game and where I should get the strength for it. It is enough.,depression
"@AyukChantal @ArnoldAchiri Chantal, I suffered last year. Managing health &amp; legal issues was suicidal... I was diagnosed w/ depression at l'hopital generale DLA.  Just that some of us try to not bring stuff online unless it's to educate others.",depression
@armiehammer I trained as a Reiki Master &amp; Clinical Hypnotherapist in 2006 when I was diagnosed with depression.  It was astonishing to realise my body &amp; mind could help itself get well. I have since devised a personal development programme using self hypnosis.  https://t.co/tXhsHio1tS,depression
People playing the mental health card because they do not approve of their lives being disrupted during a virus pandemic are disgusting! I was diagnosed with clinical depression about 15 years ago but I have isolated in my bungalow form a month before this pandemic hit the UK.,depression
"I'm a fan first. “Comedy saved my life” and “comedy is coping” are not snappy slogans. When I was diagnosed with major depression and took leave from my job, jokes helped see me through. I was in therapy, leaning on fam, and tryna play an hour of stand up a day",depression
@1i1ange1 @Legionx47 When I was diagnosed with depression and given meds for it. I felt the pills rewiring my brain. Trying to make me dependent on them. This was 2016.   Meditation &gt;&gt;&gt;&gt;&gt;&gt;&gt; Medication,depression
@colourio @P_Walkerr2 My dad is diagnosed with depression (and ADD and PTSD) I was diagnosed with depression and alcohol dependency disorder ( later the depression was  switched to bi-polar 2) My mom sometimes gets sad  Being sad sucks; I hate to see my mom cry.  But they're not the same.,depression
"@RepRaskin My heart weeps for you and your family. I was diagnosed with clinical depression in 2010. Please know that there was absolutely NOTHING more or different that you could do to “save” Tommy. The disease can be all controlling and all consuming, no matter the love you gave him.",depression
@LifeOnaPlate Another one we need to talk about openly. I know there are aspects of our growing up that are similar. I was diagnosed with clinical depression as an adolescent. I'm sure you understand the battle well.,depression
After reading that beautiful yet heartbreaking tribute Jamie Raskin wrote about his son it needs to be said that its ok to not be ok.  I was diagnosed with Depression during my sophomore year of HS. We need to get rid of the stigma of getting help. Someone loves you. I do.,depression
think the most unprofessional thing a health care worker has ever said to me is “you're too young to be depressed” and then i was diagnosed with depression a year later,depression
"💌 a few years ago i was in a really bad place, i was diagnosed with depression and anxiety. i remember that my psychologist told me to find some music and artist that i liked so that i could feel better. one day i was listening to one direction and i-  (1/2)",depression
so I was diagnosed with depression when I was 7 but my mom thought I was overreacting to everything when I did self harm 4 years or did dumb shit just because I'm just young..I just found out,depression
tw: sh and depression  when i told a close friend at that time that i was diagnosed with depression she asked me if i sh and i said no and she looked me dead in the eyes and told me “well then ur not depressed ur lying” and i think ab that a lot.,depression
@johncloonan Okay. I was diagnosed with depression and I have adhd (full transparency). What do I do? What should people do?,depression
"@_baldhead_ Bc too many people romanticize mental illness instead of acknowledging it without trying to make it trendy. I was diagnosed with clinical depression at 18. Shit's not fun, it's not cute, and it's not cool. It's a mentally and even physically debilitating disorder.",depression
"""Life all of a sudden felt meaningless andx I was diagnosed with clinical depression. Four years ago I stand in front of all of u wid slightly better understanding I think of my life and my feelings and the person tht iam""  #HappyBirthdayDeepikaPadukone  https://t.co/7dmFgUQ368",depression
"@CNN I've been in my own lockdown since March of last year.  For the most part I enjoy being alone but not for this long.  I was diagnosed with depression, anxiety and PTSD years ago and it's getting worse.  Not knowing when I'll get vaccinated adds to my stress. (1/2)",depression
Honestly I try to hide it as best as I can but I was diagnosed with major depression &amp; honestly I feel like the more time pass the more I get weaker . It's like time is not healing ... I miss my grandma so much I really need my medicine bc I swear I feel like my soul is gone💔,depression
like yes father. the reason i haven't washed my clothes in 2 months is definitely because YOU SAID that i just don't want to and i'm not being responsible. it's totally not like we went to the doctor and i was diagnosed with depression and anxiety or anything-,depression
"I was diagnosed with depression forever ago, but all this other stuff was only diagnosed in the last few months.  Ngl a part of me is still kinda taking that all in but another part of me is glad so now Iv'e been taking the right medication to help me function better!",depression
@biggles14 Yes I get it. Things are possible.  Years ago I was diagnosed with depression.  I took medication for a while and luckily got better.  With all the changes that COVID has caused I have felt it sneaking up on me.  Part of my way of coping is not dwelling on negative possibilities,depression
today I was diagnosed with clinical depression,depression
"@Muwuichir0 you don't need to have suicidal thoughts to be depressed!! depression does not require ""suicidal"" to be diagnosed. i was diagnosed with depression without having any suicidal thoughts or tendencies. i hope this is helpful. always remember, full recovery is possible!!",depression
"When I was diagnosed with Crohn's at 11, I thought it was the end of my world. Nobody knew what it was and I was so embarrassed, I hated telling people. The same thing happened when I was diagnosed with Depression at 17. I felt a lot of shame like I had failed.",depression
@MILKIEBEARR i think they went hand in hand ?? i. dont actually know if i was diagnosed with depression but tjey put prescribed me with antidepressants about a month after my first hospital visit(i didnt go on them for another year and a half bc of my parents though),depression
"I live in the Boston area, have all my life. I went away for college on Long Island.  I've been in therapy since 2006 when I was diagnosed with Depression at 17. I'm 32 now. I've had crohn's since 2000. (that part is important👉)",depression
"@lukeisamazing my dad is rich, he is greedy as hell, stop giving me Christmas gift as 12 years old because i was a teenager and too old for gift, made me work for free for 10 years without paid, I was diagnosed with depression at 14 years old and he did not pay for the treatment",depression
@HeathenSassy It makes me mad as well 🤬 Hell I was diagnosed with anxiety and depression while a committed Christian so 🤷‍♂️,depression
"Bro, i was diagnosed with depression even tho ""i lack nothing and everyone says their are proud of me""",depression
ok so possible tw? idk  i was diagnosed with depression and generalized anxiety disorder monday and my doctor was talking to me abt medication and i'm like debating whether i should get it or not? my dad doesn't want me on it bc he dealt w my mom and her drug abuse but idek,depression
Same energy as when I told my closest friend that I was diagnosed with depression and she asked me ‘why you depressed?' Ngl it made me laugh but bitchhhh I wish I knew💀💀💀,depression
On the last day of 2020 I Was diagnosed with anxiety and depression. Doctor put me on meds says I need to go to counseling and also says I need to chill on drinking and get healthy. I share because there is no shame in it. 2021 we get healthy. #mentalhealth,depression
"I have a lot of things I want to accomplish this year, but most importantly I need to work on my mental health. I was diagnosed with depression &amp; anxiety when I was 14 years old, and you'd think 11 years later I might of found some comfort but I have not..",depression
"What a difference a year makes this time last year I was diagnosed with depression and anxiety I was disinterested in everyone and everything put loads of weight on  I was  crying all the time, and so I regularly exercised and was eating better @mentalhealth  https://t.co/SplBALvgYK",depression
"This year was pretty rough for my mental health.  At the beginning of 2020 I was diagnosed with depression, and well, it all just went downhill since there. I don't want to get into the details, but I was in a really really dark place. It affected deeply and permanently my life.",depression
⚠️ This is a story about a devastated girl and that she even tried to commit suicide.   I was diagnosed with depression and three months before the diagnosis. I experienced severe chest pain. I couldn't feel whether I am full or hungry and I also loss of interest in reading.,depression
@peachontwitta I was diagnosed w depression when I was 18 yrs old. I wanted to end my life b/c I felt it was too painful to live. Luckily I was at U of A &amp; they had a program to allow me to see a therapist &amp; he gave me guidance &amp; the meds I needed to get over it...,depression
"I honestly didn't think I would make it to 2021, if I'm quite honest I thought my life would end in 2016.   I thought I would never learn to love things again when I was diagnosed with depression and anxiety.",depression
"This year I was diagnosed with major depression and an anxiety disorder. Started taking meds for that, which i hated. I started to develop insomnia, I could sleep ever and if I did I would wake up through out the night. But luckily I made through this year. I made amazing",depression
"cw // mental health issues  i was diagnosed with clinical depression in august, and began medication that same month. severe anxiety was added to the list, and i went through turbulent periods of not sleeping or eating for days. i eventually developed an ED. september was foggy.",depression
"I was diagnosed with depression in 7th grade, nigga been sad, im jus not a down ass person all the time, I'm jus me, honestly you'll never know.",depression
not my ex making me listen to this song after i was diagnosed with depression,depression
In 2013 i was diagnosed with depression and by some bizarre reason I came across this quote by Vince Lombardi (American football coach) which I now have tattooed below my chest. It's been my go to mindset ever since. It's within us all. #neverbeafraidtotalk 🙏💚🙏💚  https://t.co/1KUbqgOXJS,depression
"On my birthday, I had to pat myself on the back and tell myself how proud I was to have made it to 18 yo and to graduate. 6 years ago I was diagnosed with depression at age 13. I struggled with depression for 5 years. This year was my breaking point. I got so much better.",depression
I feel extra emotional this new year. I just can't believe I made it. 2020 was a tough year. We lost 3 loved ones and I was diagnosed with depression &amp; anxiety. I honestly thought I'm not gonna make it. I was so depressed and hiding it makes it harder. But I'm glad I survived.,depression
"// on August 11, 2020, I was done singing to her. i hung up and watched TV. i got called into my sister's room. then I saw my grandmas lifeless body. everything went down hill after that. i was diagnosed with anxiety and depression. i started self harming.  https://t.co/zj9Wlc2KyB",depression
"✨2020 recap Happy New Year   After beating Cancer, I was diagnosed with depression &amp; anxiety trying to survive a pandemic like everyone else.  2020 taught me that I'm a bad b*tch &amp; I can do some really difficult things . #ThursdayThoughts  I'm excited for 2021.  Let's Go!🥂  https://t.co/klnYyqVzHj",depression
"I was diagnosed with depression about a decade ago had found my own techniques to mitigate the worst of it, but my therapist (and my GP) very patiently spent months making me understand what I was going through...",depression
@PATTNS0NBITES well the most useless thought I had was that 2020 was gonna he my year when only in first month i was diagnosed with depression and anxiety lol,depression
@drewsseason @OD_Shaydz I started stanning bieber in 2010 when i barely listened to any english songs.. I'd sneak up to my brother's computer and listen to his songs. i can say that jb saved my life at my worst. When i was diagnosed with clinical depression his songs were the only thing to make me smile,depression
"pandemic, i was diagnosed with clinical depression, might have went to jail or fined, I MEAN WHO KNOWS WHAT THE NEXT YEAR HAVE TO OFFER",depression
@siriuslyapple @bitch____what fun story before i was diagnosed with depression and anxiety i had a neurologist that prescribed me adderall but because i didn't need it my brain was like ❌😤😫🤬😱🥶🤮 and i was having major mood swings,depression
Everyone one after I was diagnosed with depression was a celebrity crush i was SUPER into or an irl I could take or leave,depression
"My 18th birthday was this year, I graduated high school this year, I was diagnosed with depression and anxiety this year but guess what? I wore a mask",depression
@jewels390 I was diagnosed with anxiety and depression after graduating college and have been treated for that for five years without it ever really getting me anywhere. Finally did some research &amp; made a list of all the things I experience that could be either anxiety &amp;depression or adhd.,depression
Aged 18 I was diagnosed with clinical depression after an abusive &amp; traumatic period &amp; unfortunately the blight of the black dog has never left me,depression
"i was diagnosed with depression at age 12, and anxiety a year later. mental illness runs in my family, but we have never been able to afford a therapist. we rely on our regular doctor for antianxiety and antidepressant medications. i've switched meds 5 times in 9 years. (11/14)",depression
"// ADHD , depression , anxiety  - - - - -  Can someone explain what its like to have adhd?  Cuz id check myself out but everytime I try my mother gets really upset She never wants me to get diagnosed with anything ever since I was diagnosed with depression and anxiety :(",depression
depressed i'd already be dead right? it's at the point where idk if i'm actually depressed or if he's right and there's no reason to be sad even though i was diagnosed with depression.,depression
I was diagnosed with major depression around a year ago. I wonder how that's going now,depression
"I thank a total of 0 people for this year it has been the shittest year by far, literally worse than the year I was diagnosed with depression I think I contemplated suicide more than I smiled this year fuck every single one of you I cba.",depression
"@0livebts Tw// depression, s*icidal tendency I was diagnosed with depression and anxiety back in 2018,although I believed that I was having issues way back. I had s*icidal tendencies. It has reduced rn but they come back whenever things get suffocating.",depression
