PetID,Type,Breed,Age,Color,Size,Weight,Vaccinated,HealthCondition,TimeInShelter,AdoptionFee,PreviousOwner,AdoptionLikelihood
542,Bird,Parakeet,158,Black,Medium,18.6,1,0,26,142,0,Likely
543,Cat,Persian,121,Gray,Large,3.4,1,1,18,233,0,Unlikely
544,Dog,Poodle,55,Brown,Large,19.6,1,0,48,409,0,Unlikely
545,Cat,Persian,144,Brown,Medium,23.1,1,0,9,436,1,Likely
546,Dog,Poodle,12,White,Large,18.0,1,1,1,43,1,Unlikely
547,Dog,Poodle,145,Brown,Large,8.7,1,0,9,31,0,Unlikely
548,Rabbit,Rabbit,144,Gray,Medium,1.9,1,0,23,230,0,Likely
549,Rabbit,Rabbit,140,White,Large,4.5,0,0,45,27,0,Unlikely
550,Bird,Parakeet,136,White,Large,19.0,1,0,2,422,0,Unlikely
551,Rabbit,Rabbit,3,Black,Large,28.1,0,0,14,490,1,Unlikely
552,Bird,Parakeet,144,Black,Medium,7.0,0,0,38,159,0,Unlikely
553,Rabbit,Rabbit,30,Brown,Large,22.3,1,0,40,332,1,Unlikely
554,Dog,Golden Retriever,23,White,Small,26.1,1,0,63,206,0,Likely
555,Bird,Parakeet,92,Black,Small,16.1,1,0,82,17,1,Unlikely
556,Cat,Siamese,115,Gray,Medium,20.4,1,1,16,102,1,Unlikely
557,Rabbit,Rabbit,104,Black,Small,24.6,0,0,75,69,0,Unlikely
558,Cat,Persian,118,Black,Medium,8.6,0,1,6,118,0,Unlikely
559,Rabbit,Rabbit,5,White,Small,9.6,1,1,3,138,0,Unlikely
560,Cat,Persian,104,White,Small,1.0,1,0,14,159,0,Unlikely
561,Cat,Persian,108,Orange,Small,28.9,0,0,66,231,0,Unlikely
562,Cat,Persian,65,Gray,Medium,27.6,1,0,75,147,0,Likely
563,Cat,Siamese,121,White,Medium,23.2,1,1,86,352,1,Unlikely
564,Bird,Parakeet,30,Brown,Large,3.3,1,0,67,423,0,Unlikely
565,Cat,Persian,149,Gray,Medium,14.0,1,1,31,391,1,Unlikely
566,Rabbit,Rabbit,84,Gray,Small,4.0,1,0,33,242,1,Unlikely
567,Cat,Persian,150,White,Small,1.5,1,0,88,34,1,Unlikely
568,Cat,Persian,32,Gray,Medium,18.9,0,0,1,324,0,Unlikely
569,Cat,Siamese,161,White,Medium,28.9,1,0,44,381,0,Likely
570,Rabbit,Rabbit,16,Black,Medium,27.2,1,0,15,354,0,Likely
571,Bird,Parakeet,38,Orange,Large,21.2,0,0,37,238,0,Unlikely
572,Rabbit,Rabbit,142,Black,Small,3.8,1,0,27,333,0,Unlikely
573,Cat,Siamese,36,White,Large,9.0,1,0,48,148,1,Unlikely
574,Rabbit,Rabbit,151,White,Large,10.3,1,1,27,110,0,Unlikely
575,Dog,Poodle,114,Black,Small,23.1,0,1,12,407,0,Unlikely
576,Rabbit,Rabbit,66,Brown,Small,24.3,1,0,67,16,1,Unlikely
577,Dog,Labrador,105,Brown,Medium,12.2,1,0,30,401,0,Likely
578,Cat,Siamese,85,Brown,Medium,13.1,0,0,87,225,0,Unlikely
579,Dog,Poodle,2,White,Large,2.3,1,0,66,139,1,Likely
580,Dog,Labrador,75,Gray,Medium,9.4,1,0,7,143,0,Likely
581,Dog,Labrador,67,White,Medium,14.1,1,0,34,259,0,Likely
582,Bird,Parakeet,151,Gray,Small,4.4,0,1,32,216,0,Unlikely
583,Dog,Labrador,154,Black,Small,14.1,1,1,39,161,1,Unlikely
584,Dog,Golden Retriever,55,Orange,Medium,25.7,1,0,43,91,0,Likely
585,Dog,Labrador,6,Gray,Small,17.9,1,0,43,173,0,Likely
586,Rabbit,Rabbit,163,Brown,Medium,3.3,1,0,78,330,0,Likely
587,Rabbit,Rabbit,150,White,Small,6.6,1,0,3,204,0,Unlikely
588,Rabbit,Rabbit,171,Black,Small,14.8,0,0,46,414,0,Unlikely
589,Bird,Parakeet,143,Brown,Small,11.5,1,0,32,152,0,Unlikely
590,Bird,Parakeet,86,Black,Small,11.4,1,0,43,102,0,Unlikely
591,Bird,Parakeet,60,Orange,Medium,16.3,1,1,81,201,0,Unlikely
592,Dog,Golden Retriever,101,White,Large,17.9,0,0,3,279,0,Unlikely
593,Bird,Parakeet,12,White,Small,24.1,1,1,74,64,0,Unlikely
594,Dog,Golden Retriever,49,Orange,Medium,10.9,1,1,63,116,0,Unlikely
595,Dog,Poodle,42,White,Medium,24.4,1,1,40,152,0,Unlikely
596,Bird,Parakeet,166,Gray,Small,10.8,0,0,18,155,0,Unlikely
597,Cat,Siamese,82,Black,Large,2.6,0,0,67,163,1,Unlikely
598,Rabbit,Rabbit,173,Brown,Small,17.1,0,0,62,81,1,Unlikely
599,Bird,Parakeet,35,Orange,Medium,18.0,1,0,10,5,0,Likely
600,Dog,Poodle,158,Gray,Large,28.1,0,0,52,321,0,Unlikely
601,Dog,Golden Retriever,158,Brown,Medium,22.1,0,0,73,66,0,Unlikely
602,Bird,Parakeet,134,Brown,Small,27.6,0,0,46,237,0,Unlikely
603,Cat,Persian,67,Orange,Large,27.3,1,0,55,71,0,Unlikely
604,Dog,Golden Retriever,80,Gray,Medium,18.5,0,1,46,94,0,Unlikely
605,Rabbit,Rabbit,7,Brown,Medium,16.3,1,0,75,303,1,Likely
606,Rabbit,Rabbit,14,Brown,Medium,17.2,0,0,60,466,0,Likely
607,Cat,Siamese,73,Gray,Small,29.4,1,0,26,497,0,Unlikely
608,Bird,Parakeet,143,White,Large,23.4,1,0,27,325,1,Unlikely
609,Dog,Golden Retriever,149,Brown,Small,4.1,1,0,38,77,0,Unlikely
610,Dog,Golden Retriever,163,Black,Small,23.6,1,0,22,66,0,Unlikely
611,Cat,Siamese,66,Gray,Small,5.9,1,0,26,175,1,Unlikely
612,Dog,Labrador,91,Brown,Large,14.0,1,0,86,320,1,Likely
613,Cat,Siamese,130,Orange,Small,7.1,1,0,69,171,1,Unlikely
614,Bird,Parakeet,163,Black,Small,21.0,1,0,35,477,0,Unlikely
615,Cat,Siamese,20,Brown,Small,26.4,1,0,66,254,0,Likely
616,Bird,Parakeet,10,Black,Small,9.4,1,0,73,62,1,Likely
617,Dog,Golden Retriever,25,Black,Medium,3.4,1,0,51,301,0,Likely
618,Bird,Parakeet,25,White,Small,9.7,1,1,18,402,1,Unlikely
619,Cat,Persian,54,Black,Medium,20.5,1,1,43,245,0,Unlikely
620,Rabbit,Rabbit,33,White,Small,10.5,0,0,12,191,0,Unlikely
621,Dog,Golden Retriever,164,Gray,Large,9.1,0,0,3,466,1,Unlikely
622,Bird,Parakeet,95,White,Medium,6.3,1,0,82,328,0,Likely
623,Rabbit,Rabbit,14,Orange,Medium,15.4,0,0,7,70,0,Likely
624,Bird,Parakeet,65,Brown,Medium,9.0,1,0,6,365,0,Likely
625,Dog,Labrador,110,Gray,Medium,22.2,0,0,82,228,0,Likely
626,Rabbit,Rabbit,80,Gray,Large,3.2,1,0,45,433,0,Unlikely
627,Rabbit,Rabbit,54,Orange,Small,20.3,1,0,86,62,0,Unlikely
628,Cat,Siamese,125,White,Medium,7.9,1,0,39,296,0,Likely
629,Bird,Parakeet,131,Brown,Large,15.2,1,0,51,244,1,Unlikely
630,Bird,Parakeet,169,White,Medium,9.3,0,0,9,6,0,Unlikely
631,Dog,Golden Retriever,134,Black,Small,22.0,0,0,23,392,1,Unlikely
632,Bird,Parakeet,25,White,Medium,28.4,1,0,12,259,0,Likely
633,Dog,Labrador,141,Gray,Large,27.6,1,0,88,88,0,Likely
634,Rabbit,Rabbit,117,Brown,Small,17.9,1,0,62,176,0,Unlikely
635,Bird,Parakeet,136,White,Large,14.4,1,0,73,203,1,Unlikely
636,Bird,Parakeet,149,Brown,Small,24.7,1,0,77,133,1,Unlikely
637,Bird,Parakeet,25,Brown,Small,20.8,1,0,40,81,1,Unlikely
638,Cat,Persian,79,Black,Small,6.3,1,0,54,487,0,Unlikely
639,Cat,Persian,68,Black,Medium,24.8,0,0,81,20,0,Unlikely
640,Dog,Poodle,173,Gray,Large,13.4,1,0,7,398,1,Unlikely
641,Dog,Labrador,12,Orange,Large,6.5,1,0,17,127,1,Likely
642,Cat,Persian,32,Brown,Large,9.2,0,1,50,194,1,Unlikely
643,Rabbit,Rabbit,128,Orange,Small,8.8,1,1,24,193,0,Unlikely
644,Rabbit,Rabbit,96,Gray,Medium,16.1,0,0,2,183,1,Unlikely
645,Rabbit,Rabbit,92,Brown,Small,7.8,1,1,83,246,0,Unlikely
646,Rabbit,Rabbit,141,Brown,Large,4.6,1,0,33,360,0,Unlikely
647,Cat,Persian,31,Orange,Medium,4.6,1,0,21,359,0,Likely
648,Bird,Parakeet,78,White,Medium,17.9,1,0,74,323,0,Likely
649,Rabbit,Rabbit,20,Black,Medium,22.3,1,1,53,159,1,Likely
650,Cat,Siamese,146,White,Large,10.3,1,0,46,193,1,Unlikely
651,Rabbit,Rabbit,60,Orange,Medium,2.0,1,1,45,109,1,Unlikely
652,Dog,Golden Retriever,134,Black,Medium,4.7,1,0,9,412,0,Likely
653,Cat,Siamese,160,White,Small,27.5,1,0,6,65,0,Unlikely
654,Dog,Labrador,93,Black,Small,15.3,1,0,51,417,1,Likely
655,Bird,Parakeet,43,Brown,Medium,14.2,0,0,35,253,0,Unlikely
656,Cat,Siamese,130,White,Medium,2.1,1,0,82,282,1,Likely
657,Rabbit,Rabbit,60,Black,Small,22.1,0,0,53,59,0,Unlikely
658,Dog,Labrador,151,Black,Small,16.3,0,0,19,117,0,Unlikely
659,Bird,Parakeet,31,Black,Small,6.9,1,0,69,422,0,Unlikely
660,Bird,Parakeet,5,White,Large,4.2,0,0,25,43,1,Unlikely
661,Cat,Persian,162,Gray,Large,12.1,1,1,11,485,0,Unlikely
662,Bird,Parakeet,10,White,Small,25.3,1,0,74,209,0,Likely
663,Dog,Poodle,89,Orange,Medium,26.1,1,0,17,35,1,Likely
664,Dog,Labrador,130,White,Small,18.5,1,0,36,18,0,Likely
665,Bird,Parakeet,126,Black,Large,22.1,1,0,21,90,1,Unlikely
666,Cat,Persian,11,Brown,Medium,4.3,0,1,18,300,0,Unlikely
667,Rabbit,Rabbit,178,White,Large,18.1,1,1,60,211,0,Unlikely
668,Bird,Parakeet,159,White,Medium,20.3,1,0,18,404,1,Likely
669,Bird,Parakeet,56,Black,Large,6.8,1,0,1,406,0,Unlikely
670,Cat,Persian,83,Brown,Medium,26.5,1,1,14,221,0,Unlikely
671,Rabbit,Rabbit,137,Brown,Medium,6.7,1,1,8,216,0,Unlikely
672,Rabbit,Rabbit,99,Orange,Medium,10.1,1,1,66,222,0,Unlikely
673,Dog,Labrador,149,White,Medium,19.0,1,1,51,410,0,Likely
674,Cat,Siamese,73,Brown,Large,19.5,0,0,79,97,0,Unlikely
675,Cat,Persian,156,Brown,Large,21.3,1,0,60,455,1,Unlikely
676,Rabbit,Rabbit,115,Gray,Medium,4.2,1,0,34,18,1,Likely
677,Cat,Siamese,7,Gray,Medium,25.6,0,0,36,296,0,Likely
678,Cat,Siamese,80,Brown,Large,16.5,1,0,62,25,0,Unlikely
679,Dog,Labrador,144,Orange,Medium,14.7,1,0,1,27,0,Likely
680,Dog,Labrador,97,Brown,Medium,29.5,1,0,85,63,0,Likely
681,Bird,Parakeet,4,Black,Medium,22.5,0,0,42,323,0,Likely
682,Dog,Poodle,4,White,Small,4.4,1,0,1,222,0,Likely
683,Cat,Persian,103,Orange,Medium,22.9,0,0,84,79,0,Unlikely
684,Cat,Siamese,40,Black,Small,3.8,1,0,54,50,0,Unlikely
685,Dog,Labrador,17,Orange,Medium,1.8,0,1,47,457,0,Likely
686,Dog,Golden Retriever,101,Black,Large,12.7,1,1,39,101,1,Unlikely
687,Cat,Persian,103,White,Small,29.8,1,0,30,175,1,Unlikely
688,Dog,Poodle,124,White,Small,6.1,1,0,7,9,0,Unlikely
689,Rabbit,Rabbit,52,Gray,Medium,20.5,0,0,22,236,1,Unlikely
690,Cat,Persian,52,Black,Medium,6.0,1,0,50,456,0,Likely
691,Bird,Parakeet,164,Gray,Small,22.0,1,0,45,422,1,Unlikely
692,Rabbit,Rabbit,124,Black,Large,15.7,1,0,74,99,0,Unlikely
693,Bird,Parakeet,166,Gray,Large,20.7,1,1,72,498,1,Unlikely
694,Bird,Parakeet,178,White,Medium,6.9,1,0,10,377,0,Likely
695,Rabbit,Rabbit,63,Orange,Large,22.6,1,0,14,227,0,Unlikely
696,Bird,Parakeet,116,Gray,Large,29.9,0,0,46,402,0,Unlikely
697,Dog,Golden Retriever,62,Black,Medium,20.3,0,0,75,63,0,Unlikely
698,Cat,Persian,7,Black,Large,15.3,1,0,6,379,0,Likely
699,Dog,Poodle,155,White,Medium,27.8,0,1,21,18,0,Unlikely
700,Cat,Persian,92,Black,Small,1.5,1,0,62,331,1,Unlikely
701,Bird,Parakeet,14,Brown,Medium,22.2,1,0,19,317,0,Likely
702,Bird,Parakeet,86,Orange,Small,26.8,1,0,88,140,0,Unlikely
703,Rabbit,Rabbit,133,Gray,Small,2.8,0,0,82,24,0,Unlikely
704,Rabbit,Rabbit,130,Orange,Large,14.1,0,0,62,227,1,Unlikely
705,Dog,Labrador,62,White,Large,6.9,1,0,83,88,1,Likely
706,Rabbit,Rabbit,149,Gray,Large,17.4,1,0,53,91,1,Unlikely
707,Bird,Parakeet,79,Gray,Medium,19.8,1,0,24,41,0,Likely
708,Cat,Persian,149,Brown,Large,9.8,0,1,56,372,0,Unlikely
709,Dog,Golden Retriever,138,White,Small,14.3,0,0,62,294,0,Unlikely
710,Rabbit,Rabbit,58,Black,Large,9.1,0,0,34,413,0,Unlikely
711,Rabbit,Rabbit,120,Brown,Large,11.7,1,0,22,388,0,Unlikely
712,Bird,Parakeet,167,Brown,Medium,5.6,0,0,68,80,0,Unlikely
713,Rabbit,Rabbit,133,Orange,Medium,26.7,0,0,57,401,0,Unlikely
714,Bird,Parakeet,65,Orange,Small,1.3,0,0,10,106,0,Unlikely
715,Cat,Siamese,13,Orange,Medium,26.6,1,0,66,110,0,Likely
716,Bird,Parakeet,82,Brown,Large,17.6,1,0,8,276,1,Unlikely
717,Bird,Parakeet,173,Black,Medium,10.6,1,0,38,213,0,Likely
718,Rabbit,Rabbit,160,Gray,Small,22.0,0,0,62,230,1,Unlikely
719,Rabbit,Rabbit,164,Orange,Large,15.7,1,0,28,305,0,Unlikely
720,Bird,Parakeet,139,Black,Small,15.5,1,0,10,120,0,Unlikely
721,Rabbit,Rabbit,149,White,Medium,4.2,0,1,45,133,0,Unlikely
722,Dog,Labrador,52,Orange,Medium,12.3,0,0,65,305,1,Likely
723,Rabbit,Rabbit,117,Gray,Small,8.0,1,0,67,207,0,Unlikely
724,Rabbit,Rabbit,26,White,Large,1.5,0,0,9,449,1,Unlikely
725,Bird,Parakeet,34,White,Medium,11.4,0,0,5,370,0,Unlikely
726,Cat,Persian,52,Gray,Medium,3.6,1,0,10,256,0,Likely
727,Dog,Golden Retriever,112,Orange,Large,8.4,1,1,12,184,1,Unlikely
728,Rabbit,Rabbit,82,Brown,Medium,3.7,1,0,82,285,0,Likely
729,Dog,Labrador,157,Gray,Small,3.9,1,1,58,441,1,Unlikely
730,Cat,Siamese,166,Gray,Medium,6.8,1,0,21,362,0,Likely
731,Bird,Parakeet,42,Gray,Medium,30.0,1,0,21,179,0,Likely
732,Cat,Persian,21,White,Large,1.1,0,0,65,420,1,Unlikely
733,Bird,Parakeet,42,Black,Small,19.5,1,0,3,47,1,Unlikely
734,Bird,Parakeet,141,Brown,Large,5.1,0,0,69,86,0,Unlikely
735,Rabbit,Rabbit,113,Orange,Medium,27.7,1,1,89,384,1,Unlikely
736,Rabbit,Rabbit,105,Orange,Medium,3.7,1,0,64,18,0,Likely
737,Cat,Persian,17,Black,Large,28.7,1,1,49,45,1,Unlikely
738,Dog,Labrador,120,Gray,Large,18.7,1,1,72,450,0,Unlikely
739,Cat,Siamese,137,Brown,Large,1.0,1,1,17,385,0,Unlikely
740,Rabbit,Rabbit,169,Orange,Small,26.9,1,0,73,55,0,Unlikely
741,Cat,Persian,129,Orange,Medium,16.1,1,0,32,228,0,Likely
742,Dog,Labrador,130,Gray,Large,8.6,1,0,70,144,0,Likely
743,Rabbit,Rabbit,60,Black,Medium,23.3,1,0,21,91,0,Likely
744,Bird,Parakeet,48,Brown,Small,27.9,1,0,7,81,0,Unlikely
745,Bird,Parakeet,29,Black,Small,15.0,1,0,7,224,1,Unlikely
746,Dog,Labrador,97,Black,Small,10.2,1,0,27,78,0,Likely
747,Bird,Parakeet,10,Brown,Small,23.9,0,1,8,149,0,Unlikely
748,Bird,Parakeet,58,Brown,Medium,20.8,1,1,73,360,0,Unlikely
749,Rabbit,Rabbit,21,Orange,Small,26.8,1,0,28,282,1,Likely
750,Rabbit,Rabbit,28,Orange,Small,21.1,1,0,79,310,0,Unlikely
751,Bird,Parakeet,34,Brown,Large,8.1,1,0,66,484,0,Unlikely
752,Rabbit,Rabbit,8,White,Small,28.0,1,0,71,159,0,Likely
753,Rabbit,Rabbit,177,Orange,Large,4.0,0,0,47,315,0,Unlikely
754,Cat,Persian,79,White,Small,8.8,0,0,82,364,0,Unlikely
755,Dog,Golden Retriever,145,Brown,Small,16.1,1,0,86,466,0,Unlikely
756,Dog,Poodle,87,Orange,Large,17.4,0,0,10,155,0,Unlikely
757,Rabbit,Rabbit,88,Black,Small,1.4,1,0,33,155,0,Unlikely
758,Rabbit,Rabbit,173,Brown,Medium,23.6,1,0,7,375,0,Likely
759,Cat,Siamese,69,Gray,Medium,11.5,1,1,3,201,0,Unlikely
760,Rabbit,Rabbit,160,White,Small,12.8,1,0,14,467,0,Unlikely
761,Cat,Siamese,172,Brown,Medium,24.5,0,0,44,408,1,Unlikely
762,Bird,Parakeet,87,Brown,Large,12.0,1,0,46,340,1,Unlikely
763,Dog,Labrador,101,Orange,Small,2.4,1,0,61,461,0,Likely
764,Cat,Persian,8,Orange,Small,6.1,1,0,36,341,0,Likely
765,Cat,Persian,77,Orange,Large,28.7,0,0,13,116,0,Unlikely
766,Cat,Persian,87,Gray,Large,3.0,1,0,16,153,0,Unlikely
767,Bird,Parakeet,43,Orange,Large,11.3,0,0,80,363,0,Unlikely
768,Rabbit,Rabbit,129,Brown,Small,15.6,1,0,5,330,0,Unlikely
769,Dog,Labrador,109,Orange,Large,15.3,0,0,89,118,1,Unlikely
770,Rabbit,Rabbit,179,Black,Large,1.1,0,0,38,198,1,Unlikely
771,Dog,Labrador,152,Orange,Medium,15.5,0,0,50,400,0,Likely
772,Cat,Siamese,152,Gray,Medium,12.1,1,0,38,465,0,Likely
773,Rabbit,Rabbit,17,Black,Small,29.2,1,1,56,262,1,Unlikely
774,Rabbit,Rabbit,133,Brown,Medium,5.6,1,1,63,183,1,Unlikely
775,Rabbit,Rabbit,148,Brown,Medium,11.3,1,0,48,447,1,Likely
776,Rabbit,Rabbit,21,White,Large,13.2,1,1,59,147,0,Unlikely
777,Rabbit,Rabbit,58,Black,Large,12.3,1,0,77,165,0,Unlikely
778,Bird,Parakeet,159,White,Medium,20.3,1,1,44,74,0,Unlikely
779,Bird,Parakeet,110,Black,Medium,7.2,0,0,55,235,0,Unlikely
780,Dog,Labrador,139,Black,Medium,7.4,1,0,55,313,0,Likely
781,Rabbit,Rabbit,143,Gray,Small,22.1,1,1,1,271,0,Unlikely
782,Rabbit,Rabbit,135,White,Small,15.5,1,0,8,178,1,Unlikely
783,Bird,Parakeet,28,Gray,Small,13.0,1,0,4,282,1,Unlikely
784,Bird,Parakeet,51,Black,Medium,5.9,0,0,85,50,0,Unlikely
785,Cat,Siamese,5,Brown,Medium,6.4,0,0,86,74,1,Likely
786,Cat,Persian,5,Black,Small,1.3,1,0,53,143,0,Likely
787,Cat,Persian,94,Gray,Small,3.7,0,0,58,342,1,Unlikely
788,Cat,Siamese,96,White,Medium,17.1,0,1,37,187,0,Unlikely
789,Bird,Parakeet,8,White,Large,26.9,0,0,49,122,0,Unlikely
790,Cat,Persian,64,Gray,Small,9.3,1,1,67,331,0,Unlikely
791,Bird,Parakeet,138,White,Medium,10.5,0,1,19,250,0,Unlikely
792,Bird,Parakeet,38,Orange,Medium,4.4,1,0,1,295,0,Likely
793,Cat,Siamese,111,Brown,Large,12.3,1,0,29,322,0,Unlikely
794,Cat,Siamese,112,Brown,Medium,2.1,1,1,87,129,1,Unlikely
795,Rabbit,Rabbit,81,Brown,Medium,27.6,0,0,33,251,0,Unlikely
796,Bird,Parakeet,136,White,Small,20.5,1,0,52,357,0,Unlikely
797,Rabbit,Rabbit,104,White,Small,29.7,1,0,41,431,0,Unlikely
798,Dog,Labrador,153,Black,Large,26.6,1,0,23,179,0,Likely
799,Rabbit,Rabbit,73,Black,Large,14.7,1,0,5,407,0,Unlikely
800,Dog,Golden Retriever,178,Brown,Medium,16.1,1,0,71,348,1,Likely
801,Rabbit,Rabbit,49,Orange,Small,6.5,0,0,57,494,0,Unlikely
802,Bird,Parakeet,36,Black,Large,14.4,1,0,6,109,0,Unlikely
803,Rabbit,Rabbit,126,Black,Large,27.2,1,1,49,481,1,Unlikely
804,Dog,Labrador,68,White,Large,2.5,0,0,22,467,0,Unlikely
805,Rabbit,Rabbit,78,Orange,Medium,26.0,1,1,77,337,0,Unlikely
806,Rabbit,Rabbit,105,Brown,Small,10.9,1,0,76,77,1,Unlikely
807,Cat,Siamese,169,Black,Large,27.1,0,0,4,465,0,Unlikely
808,Cat,Siamese,122,Orange,Small,28.3,0,0,72,1,0,Unlikely
809,Cat,Siamese,119,Orange,Large,20.5,0,1,64,320,1,Unlikely
810,Rabbit,Rabbit,114,Brown,Large,20.3,1,0,37,275,0,Unlikely
811,Dog,Labrador,10,Orange,Small,14.1,0,0,31,289,0,Likely
812,Rabbit,Rabbit,149,Orange,Small,25.2,0,1,37,296,1,Unlikely
813,Dog,Labrador,164,Orange,Small,28.9,0,0,45,168,0,Unlikely
814,Cat,Siamese,140,Black,Medium,23.5,1,0,8,239,0,Likely
815,Bird,Parakeet,91,Brown,Large,19.0,1,0,40,458,1,Unlikely
816,Bird,Parakeet,2,Orange,Medium,18.6,1,1,5,474,1,Likely
817,Rabbit,Rabbit,118,Orange,Small,25.6,0,0,28,22,0,Unlikely
818,Dog,Golden Retriever,13,Black,Large,16.7,1,0,81,293,0,Likely
819,Dog,Labrador,160,Brown,Medium,24.3,1,1,87,171,1,Likely
820,Rabbit,Rabbit,95,White,Large,15.8,1,0,9,322,1,Unlikely
821,Bird,Parakeet,144,Black,Medium,2.8,1,0,2,317,0,Likely
822,Dog,Golden Retriever,32,Brown,Small,12.1,1,0,63,395,0,Unlikely
823,Rabbit,Rabbit,32,Orange,Medium,13.9,1,0,51,285,0,Likely
824,Cat,Siamese,124,Brown,Large,5.1,0,0,31,478,1,Unlikely
825,Cat,Siamese,11,Brown,Large,4.0,1,1,7,342,1,Unlikely
826,Cat,Persian,10,Brown,Large,16.5,1,0,30,192,1,Likely
827,Bird,Parakeet,15,White,Large,3.5,1,0,58,168,1,Likely
828,Rabbit,Rabbit,17,Brown,Small,9.8,1,0,3,403,0,Likely
829,Cat,Persian,168,White,Medium,22.6,1,0,51,117,0,Likely
830,Cat,Persian,146,Orange,Small,29.0,0,0,56,5,1,Unlikely
831,Bird,Parakeet,153,White,Small,21.8,0,0,73,330,1,Unlikely
832,Cat,Siamese,59,Orange,Small,29.8,1,0,10,482,0,Unlikely
833,Cat,Siamese,78,Orange,Large,21.3,1,0,61,131,0,Unlikely
834,Bird,Parakeet,124,White,Large,9.5,0,0,50,92,1,Unlikely
835,Cat,Persian,114,Black,Large,20.5,0,0,47,250,0,Unlikely
836,Cat,Siamese,22,Gray,Medium,21.4,1,1,1,9,0,Likely
837,Rabbit,Rabbit,158,Brown,Large,11.8,1,0,57,50,0,Unlikely
838,Dog,Labrador,172,Gray,Medium,1.5,1,0,38,348,0,Likely
839,Bird,Parakeet,32,Brown,Large,21.4,1,1,62,293,0,Unlikely
840,Cat,Persian,179,Brown,Large,1.6,1,0,79,128,1,Unlikely
841,Bird,Parakeet,174,Orange,Small,19.3,1,0,89,487,0,Unlikely
842,Dog,Poodle,113,Brown,Small,5.7,1,0,70,391,0,Unlikely
