PetID,Type,Breed,Age,Color,Size,Weight,Vaccinated,HealthCondition,TimeInShelter,AdoptionFee,PreviousOwner,AdoptionLikelihood
637,Bird,Parakeet,25.0,Brown,Small,20.8,1,0,40.0,81,1.0,Unlikely
638,Cat,Persian,79.0,Black,Small,6.3,1,0,54.0,487,0.0,Unlikely
639,Cat,Persian,68.0,Black,Medium,24.8,0,0,81.0,20,0.0,Unlikely
640,Dog,Poodle,173.0,Gray,Large,13.4,1,0,7.0,398,1.0,Unlikely
641,Dog,Labrador,12.0,Orange,Large,6.5,1,0,17.0,127,1.0,Likely
642,Cat,Persian,32.0,Brown,Large,9.2,0,1,50.0,194,1.0,Unlikely
643,Rabbit,Rabbit,128.0,Orange,Small,8.8,1,1,24.0,193,0.0,Unlikely
644,Rabbit,Rabbit,96.0,Gray,Medium,16.1,0,0,2.0,183,1.0,Unlikely
645,Rabbit,Rabbit,92.0,Brown,Small,7.8,1,1,83.0,246,0.0,Unlikely
646,Rabbit,Rabbit,141.0,Brown,Large,4.6,1,0,33.0,360,0.0,Unlikely
647,Cat,Persian,31.0,Orange,Medium,4.6,1,0,21.0,359,0.0,Likely
648,Bird,Parakeet,78.0,White,Medium,17.9,1,0,74.0,323,0.0,Likely
649,Rabbit,Rabbit,20.0,Black,Medium,22.3,1,1,53.0,159,1.0,Likely
650,Cat,Siamese,146.0,White,Large,10.3,1,0,46.0,193,1.0,Unlikely
651,Rabbit,Rabbit,60.0,Orange,Medium,2.0,1,1,45.0,109,1.0,Unlikely
652,Dog,Golden Retriever,134.0,Black,Medium,4.7,1,0,9.0,412,0.0,Likely
653,Cat,Siamese,160.0,White,Small,27.5,1,0,6.0,65,0.0,Unlikely
654,Dog,Labrador,93.0,Black,Small,15.3,1,0,51.0,417,1.0,Likely
655,Bird,Parakeet,43.0,Brown,Medium,14.2,0,0,35.0,253,0.0,Unlikely
656,Cat,Siamese,130.0,White,Medium,2.1,1,0,82.0,282,1.0,Likely
657,Rabbit,Rabbit,60.0,Black,Small,22.1,0,0,53.0,59,0.0,Unlikely
658,Dog,Labrador,151.0,Black,Small,16.3,0,0,19.0,117,0.0,Unlikely
659,Bird,Parakeet,31.0,Black,Small,6.9,1,0,69.0,422,0.0,Unlikely
660,Bird,Parakeet,5.0,White,Large,4.2,0,0,25.0,43,1.0,Unlikely
661,Cat,Persian,162.0,Gray,Large,12.1,1,1,,485,0.0,Unlikely
662,Bird,Parakeet,10.0,White,Small,25.3,1,0,74.0,209,0.0,Likely
663,Dog,Poodle,89.0,Orange,Medium,26.1,1,0,17.0,35,1.0,Likely
664,Dog,Labrador,130.0,White,Small,18.5,1,0,36.0,18,0.0,Likely
665,Bird,Parakeet,126.0,Black,Large,22.1,1,0,21.0,90,1.0,Unlikely
666,Cat,Persian,,Brown,Medium,4.3,0,1,18.0,300,0.0,Unlikely
667,Rabbit,Rabbit,178.0,White,Large,18.1,1,1,60.0,211,0.0,Unlikely
668,Bird,Parakeet,159.0,White,Medium,20.3,1,0,18.0,404,1.0,Likely
669,Bird,Parakeet,56.0,Black,Large,6.8,1,0,1.0,406,0.0,Unlikely
670,Cat,Persian,83.0,Brown,Medium,26.5,1,1,14.0,221,0.0,Unlikely
671,Rabbit,Rabbit,137.0,Brown,Medium,6.7,1,1,8.0,216,0.0,Unlikely
672,Rabbit,Rabbit,99.0,Orange,Medium,10.1,1,1,66.0,222,0.0,Unlikely
673,Dog,Labrador,149.0,White,Medium,19.0,1,1,51.0,410,0.0,Likely
674,Cat,Siamese,73.0,Brown,Large,19.5,0,0,79.0,97,0.0,Unlikely
675,Cat,Persian,156.0,Brown,Large,21.3,1,0,60.0,455,1.0,Unlikely
676,Rabbit,Rabbit,115.0,Gray,Medium,4.2,1,0,34.0,18,1.0,Likely
677,Cat,Siamese,7.0,Gray,Medium,25.6,0,0,36.0,296,0.0,Likely
678,Cat,Siamese,80.0,Brown,Large,16.5,1,0,62.0,25,0.0,Unlikely
679,Dog,Labrador,144.0,Orange,Medium,14.7,1,0,1.0,27,0.0,Likely
680,Dog,Labrador,97.0,Brown,Medium,29.5,1,0,85.0,63,0.0,Likely
681,Bird,Parakeet,4.0,Black,Medium,22.5,0,0,42.0,323,0.0,Likely
682,Dog,Poodle,4.0,White,Small,4.4,1,0,1.0,222,0.0,Likely
683,Cat,Persian,103.0,Orange,Medium,22.9,0,0,84.0,79,0.0,Unlikely
684,Cat,Siamese,40.0,Black,Small,3.8,1,0,54.0,50,0.0,Unlikely
685,Dog,Labrador,17.0,Orange,Medium,1.8,0,1,47.0,457,0.0,Likely
686,Dog,Golden Retriever,101.0,Black,Large,12.7,1,1,39.0,101,1.0,Unlikely
687,Cat,Persian,103.0,White,Small,29.8,1,0,30.0,175,,Unlikely
688,Dog,Poodle,124.0,White,Small,6.1,1,0,7.0,9,0.0,Unlikely
689,Rabbit,Rabbit,52.0,Gray,Medium,20.5,0,0,22.0,236,1.0,Unlikely
690,Cat,Persian,52.0,Black,Medium,6.0,1,0,50.0,456,0.0,Likely
691,Bird,Parakeet,164.0,Gray,Small,22.0,1,0,45.0,422,1.0,Unlikely
692,Rabbit,Rabbit,124.0,Black,Large,15.7,1,0,74.0,99,0.0,Unlikely
693,Bird,Parakeet,166.0,Gray,Large,20.7,1,1,72.0,498,1.0,Unlikely
694,Bird,Parakeet,178.0,White,Medium,6.9,1,0,10.0,377,0.0,Likely
695,Rabbit,Rabbit,63.0,Orange,Large,22.6,1,0,14.0,227,0.0,Unlikely
696,Bird,Parakeet,116.0,Gray,Large,29.9,0,0,46.0,402,0.0,Unlikely
697,Dog,Golden Retriever,62.0,Black,Medium,20.3,0,0,75.0,63,0.0,Unlikely
698,Cat,Persian,7.0,Black,Large,15.3,1,0,6.0,379,0.0,Likely
699,Dog,Poodle,155.0,White,Medium,27.8,0,1,21.0,18,0.0,Unlikely
700,Cat,Persian,92.0,Black,Small,1.5,1,0,62.0,331,1.0,Unlikely
701,Bird,Parakeet,14.0,Brown,Medium,22.2,1,0,,317,0.0,Likely
702,Bird,Parakeet,86.0,Orange,Small,26.8,1,0,88.0,140,0.0,Unlikely
703,Rabbit,Rabbit,133.0,Gray,Small,2.8,0,0,82.0,24,0.0,Unlikely
704,Rabbit,Rabbit,130.0,Orange,Large,14.1,0,0,62.0,227,1.0,Unlikely
705,Dog,Labrador,62.0,White,,6.9,1,0,83.0,88,1.0,Likely
706,Rabbit,Rabbit,149.0,Gray,Large,17.4,1,0,53.0,91,1.0,Unlikely
707,Bird,Parakeet,79.0,Gray,Medium,19.8,1,0,24.0,41,0.0,Likely
708,Cat,Persian,149.0,Brown,Large,9.8,0,1,56.0,372,0.0,Unlikely
709,Dog,Golden Retriever,138.0,White,Small,14.3,0,0,62.0,294,0.0,Unlikely
710,Rabbit,Rabbit,58.0,Black,Large,9.1,0,0,34.0,413,0.0,Unlikely
711,Rabbit,Rabbit,120.0,Brown,Large,11.7,1,0,22.0,388,0.0,Unlikely
712,Bird,Parakeet,167.0,Brown,Medium,5.6,0,0,68.0,80,0.0,Unlikely
713,Rabbit,Rabbit,133.0,Orange,Medium,26.7,0,0,57.0,401,0.0,Unlikely
714,Bird,Parakeet,65.0,Orange,Small,1.3,0,0,10.0,106,0.0,Unlikely
715,Cat,Siamese,13.0,Orange,Medium,26.6,1,0,66.0,110,0.0,Likely
716,Bird,Parakeet,82.0,Brown,Large,17.6,1,0,8.0,276,,Unlikely
717,Bird,Parakeet,173.0,Black,Medium,10.6,1,0,38.0,213,0.0,Likely
718,Rabbit,Rabbit,160.0,Gray,Small,22.0,0,0,62.0,230,1.0,Unlikely
719,Rabbit,Rabbit,164.0,Orange,Large,15.7,1,0,28.0,305,0.0,Unlikely
720,Bird,Parakeet,139.0,Black,Small,15.5,1,0,10.0,120,0.0,Unlikely
721,Rabbit,Rabbit,149.0,White,Medium,4.2,0,1,45.0,133,0.0,Unlikely
722,Dog,Labrador,52.0,Orange,Medium,12.3,0,0,65.0,305,1.0,Likely
723,Rabbit,Rabbit,117.0,Gray,Small,8.0,1,0,67.0,207,0.0,Unlikely
724,Rabbit,Rabbit,26.0,White,Large,1.5,0,0,9.0,449,1.0,Unlikely
725,Bird,Parakeet,34.0,White,Medium,11.4,0,0,5.0,370,0.0,Unlikely
726,Cat,Persian,52.0,Gray,Medium,3.6,1,0,10.0,256,0.0,Likely
727,Dog,Golden Retriever,112.0,Orange,Large,8.4,1,1,12.0,184,1.0,Unlikely
728,Rabbit,Rabbit,82.0,Brown,Medium,3.7,1,0,82.0,285,0.0,Likely
729,Dog,Labrador,157.0,Gray,Small,3.9,1,1,58.0,441,1.0,Unlikely
730,Cat,Siamese,166.0,Gray,Medium,6.8,1,0,21.0,362,0.0,Likely
731,Bird,Parakeet,42.0,Gray,Medium,30.0,1,0,21.0,179,0.0,Likely
732,Cat,Persian,21.0,White,Large,1.1,0,0,65.0,420,1.0,Unlikely
733,Bird,Parakeet,42.0,Black,Small,19.5,1,0,3.0,47,1.0,Unlikely
734,Bird,Parakeet,141.0,Brown,Large,5.1,0,0,69.0,86,0.0,Unlikely
735,Rabbit,Rabbit,113.0,Orange,Medium,27.7,1,1,89.0,384,1.0,Unlikely
736,Rabbit,Rabbit,105.0,Orange,Medium,3.7,1,0,64.0,18,0.0,Likely
737,Cat,Persian,17.0,Black,Large,28.7,1,1,49.0,45,1.0,Unlikely
738,Dog,Labrador,120.0,Gray,Large,18.7,1,1,72.0,450,0.0,Unlikely
739,Cat,Siamese,137.0,Brown,Large,1.0,1,1,17.0,385,0.0,Unlikely
740,Rabbit,Rabbit,169.0,Orange,Small,26.9,1,0,73.0,55,0.0,Unlikely
741,Cat,Persian,129.0,Orange,,16.1,1,0,32.0,228,0.0,Likely
742,Dog,Labrador,130.0,Gray,Large,8.6,1,0,70.0,144,0.0,Likely
743,Rabbit,Rabbit,60.0,Black,Medium,23.3,1,0,21.0,91,0.0,Likely
744,Bird,Parakeet,48.0,Brown,Small,27.9,1,0,7.0,81,0.0,Unlikely
745,Bird,Parakeet,29.0,Black,Small,15.0,1,0,7.0,224,1.0,Unlikely
746,Dog,Labrador,97.0,Black,Small,10.2,1,0,27.0,78,0.0,Likely
747,Bird,Parakeet,10.0,Brown,Small,23.9,0,1,8.0,149,0.0,Unlikely
748,Bird,Parakeet,58.0,Brown,Medium,20.8,1,1,73.0,360,0.0,Unlikely
749,Rabbit,Rabbit,21.0,Orange,Small,26.8,1,0,28.0,282,1.0,Likely
750,Rabbit,Rabbit,28.0,Orange,Small,21.1,1,0,79.0,310,0.0,Unlikely
751,Bird,Parakeet,34.0,Brown,Large,8.1,1,0,66.0,484,0.0,Unlikely
752,Rabbit,Rabbit,8.0,White,Small,28.0,1,0,71.0,159,0.0,Likely
753,Rabbit,Rabbit,177.0,Orange,Large,4.0,0,0,47.0,315,0.0,Unlikely
754,Cat,Persian,79.0,White,Small,8.8,0,0,82.0,364,0.0,Unlikely
755,Dog,Golden Retriever,145.0,Brown,Small,16.1,1,0,86.0,466,0.0,Unlikely
756,Dog,Poodle,87.0,Orange,Large,17.4,0,0,10.0,155,0.0,Unlikely
757,Rabbit,Rabbit,88.0,Black,Small,1.4,1,0,33.0,155,0.0,Unlikely
758,Rabbit,Rabbit,173.0,Brown,Medium,23.6,1,0,7.0,375,0.0,Likely
759,Cat,Siamese,69.0,Gray,Medium,11.5,1,1,3.0,201,0.0,Unlikely
760,Rabbit,Rabbit,160.0,White,Small,12.8,1,0,14.0,467,0.0,Unlikely
761,Cat,Siamese,172.0,Brown,Medium,24.5,0,0,44.0,408,1.0,Unlikely
762,Bird,Parakeet,87.0,Brown,Large,12.0,1,0,46.0,340,1.0,Unlikely
763,Dog,Labrador,101.0,Orange,Small,2.4,1,0,61.0,461,0.0,Likely
764,Cat,Persian,8.0,Orange,Small,6.1,1,0,36.0,341,0.0,Likely
765,Cat,Persian,77.0,Orange,Large,28.7,0,0,13.0,116,0.0,Unlikely
766,Cat,Persian,87.0,Gray,Large,3.0,1,0,16.0,153,0.0,Unlikely
767,Bird,Parakeet,43.0,Orange,Large,11.3,0,0,80.0,363,0.0,Unlikely
768,Rabbit,Rabbit,129.0,Brown,Small,15.6,1,0,5.0,330,0.0,Unlikely
769,Dog,Labrador,109.0,Orange,Large,15.3,0,0,,118,1.0,Unlikely
770,Rabbit,Rabbit,179.0,Black,Large,1.1,0,0,38.0,198,1.0,Unlikely
771,Dog,Labrador,152.0,Orange,Medium,15.5,0,0,50.0,400,0.0,Likely
772,Cat,Siamese,152.0,Gray,Medium,12.1,1,0,38.0,465,0.0,Likely
773,Rabbit,Rabbit,17.0,Black,Small,29.2,1,1,56.0,262,1.0,Unlikely
774,Rabbit,Rabbit,133.0,Brown,Medium,5.6,1,1,63.0,183,1.0,Unlikely
775,Rabbit,Rabbit,148.0,Brown,Medium,11.3,1,0,48.0,447,1.0,Likely
776,Rabbit,Rabbit,21.0,White,Large,13.2,1,1,59.0,147,0.0,Unlikely
777,Rabbit,Rabbit,58.0,Black,Large,12.3,1,0,77.0,165,0.0,Unlikely
778,Bird,Parakeet,159.0,White,Medium,20.3,1,1,44.0,74,0.0,Unlikely
779,Bird,Parakeet,110.0,Black,Medium,7.2,0,0,55.0,235,0.0,Unlikely
780,Dog,Labrador,139.0,Black,Medium,7.4,1,0,55.0,313,0.0,Likely
781,Rabbit,Rabbit,143.0,Gray,Small,22.1,1,1,1.0,271,0.0,Unlikely
782,Rabbit,Rabbit,135.0,White,Small,15.5,1,0,8.0,178,1.0,Unlikely
783,Bird,Parakeet,28.0,Gray,Small,13.0,1,0,4.0,282,1.0,Unlikely
784,Bird,Parakeet,51.0,Black,Medium,5.9,0,0,85.0,50,0.0,Unlikely
785,Cat,Siamese,5.0,Brown,Medium,6.4,0,0,86.0,74,1.0,Likely
786,Cat,Persian,5.0,Black,Small,1.3,1,0,53.0,143,0.0,Likely
787,Cat,Persian,94.0,Gray,Small,3.7,0,0,58.0,342,1.0,Unlikely
788,Cat,Siamese,96.0,White,Medium,17.1,0,1,37.0,187,0.0,Unlikely
789,Bird,Parakeet,8.0,White,Large,26.9,0,0,49.0,122,0.0,Unlikely
790,Cat,Persian,64.0,Gray,Small,9.3,1,1,67.0,331,0.0,Unlikely
791,Bird,Parakeet,138.0,White,Medium,10.5,0,1,19.0,250,0.0,Unlikely
792,Bird,Parakeet,38.0,Orange,Medium,4.4,1,0,1.0,295,0.0,Likely
793,Cat,Siamese,111.0,Brown,Large,12.3,1,0,29.0,322,0.0,Unlikely
794,Cat,Siamese,112.0,Brown,Medium,2.1,1,1,87.0,129,1.0,Unlikely
795,Rabbit,Rabbit,81.0,Brown,Medium,27.6,0,0,33.0,251,,Unlikely
796,Bird,Parakeet,136.0,White,Small,20.5,1,0,52.0,357,0.0,Unlikely
797,Rabbit,Rabbit,104.0,White,Small,29.7,1,0,41.0,431,0.0,Unlikely
798,Dog,Labrador,153.0,Black,Large,26.6,1,0,23.0,179,0.0,Likely
799,Rabbit,Rabbit,73.0,Black,Large,14.7,1,0,5.0,407,0.0,Unlikely
